order_id,customer_id,order_date,status
ORD_551,CUST_314,2026-04-12,PLACED
ORD_552,CUST_105,2026-03-17,PLACED
ORD_553,CUST_304,2026-04-03,SHIPPED
ORD_554,CUST_306,2025-05-11,CANCELLED
ORD_555,CUST_446,2026-03-27,PLACED
ORD_556,CUST_379,2026-03-29,SHIPPED
ORD_557,CUST_224,2025-12-22,CANCELLED
ORD_558,CUST_111,2026-03-23,PLACED
ORD_559,CUST_257,2025-11-23,PLACED
ORD_560,CUST_417,2025-06-30,SHIPPED
ORD_561,CUST_295,2025-06-18,CANCELLED
ORD_562,CUST_419,2025-11-07,PLACED
ORD_563,CUST_154,2026-02-06,CANCELLED
ORD_564,CUST_266,2025-12-28,SHIPPED
ORD_565,CUST_153,2025-12-01,PLACED
ORD_566,CUST_285,2025-06-22,CANCELLED
ORD_567,CUST_466,2026-01-21,CANCELLED
ORD_568,CUST_347,2025-09-14,CANCELLED
ORD_569,CUST_253,2026-03-27,SHIPPED
ORD_570,CUST_482,2025-05-26,CANCELLED
ORD_571,CUST_195,2025-07-26,SHIPPED
ORD_572,CUST_356,2025-09-19,SHIPPED
ORD_573,CUST_76,2025-11-18,SHIPPED
ORD_574,CUST_94,2025-07-19,SHIPPED
ORD_575,CUST_123,2025-12-26,SHIPPED
ORD_576,CUST_439,2025-04-23,PLACED
ORD_577,CUST_412,2025-08-26,PLACED
ORD_578,CUST_287,2025-09-21,SHIPPED
ORD_579,CUST_285,2025-07-23,PLACED
ORD_580,CUST_198,2025-12-17,SHIPPED
ORD_581,CUST_104,2025-11-02,CANCELLED
ORD_582,CUST_40,2025-09-02,SHIPPED
ORD_583,CUST_47,2025-07-20,CANCELLED
ORD_584,CUST_424,2026-01-13,PLACED
ORD_585,CUST_137,2025-10-09,CANCELLED
ORD_586,CUST_309,2025-06-16,PLACED
ORD_587,CUST_447,2026-03-14,PLACED
ORD_588,CUST_411,2025-06-24,CANCELLED
ORD_589,CUST_343,2025-07-08,PLACED
ORD_590,CUST_245,2026-01-04,SHIPPED
ORD_591,CUST_155,2026-04-13,PLACED
ORD_592,CUST_479,2026-01-13,CANCELLED
ORD_593,CUST_60,2025-08-18,PLACED
ORD_594,CUST_356,2025-06-15,CANCELLED
ORD_595,CUST_104,2025-09-29,PLACED
ORD_596,CUST_282,2025-11-07,SHIPPED
ORD_597,CUST_194,2025-08-25,CANCELLED
ORD_598,CUST_332,2025-10-19,SHIPPED
ORD_599,CUST_133,2025-10-18,CANCELLED
ORD_600,CUST_451,2025-08-09,SHIPPED
ORD_601,CUST_50,2025-08-23,SHIPPED
ORD_602,CUST_468,2026-01-06,SHIPPED
ORD_603,CUST_160,2025-09-21,PLACED
ORD_604,CUST_288,2025-12-28,CANCELLED
ORD_605,CUST_74,2026-04-12,SHIPPED
ORD_606,CUST_283,2025-06-25,CANCELLED
ORD_607,CUST_368,2025-09-19,SHIPPED
ORD_608,CUST_78,2026-01-10,SHIPPED
ORD_609,CUST_117,2025-10-08,CANCELLED
ORD_610,CUST_426,2025-12-16,SHIPPED
ORD_611,CUST_281,2025-05-20,CANCELLED
ORD_612,CUST_172,2025-12-10,SHIPPED
ORD_613,CUST_494,2025-05-27,CANCELLED
ORD_614,CUST_251,2025-08-28,PLACED
ORD_615,CUST_375,2025-10-22,PLACED
ORD_616,CUST_71,2025-07-15,SHIPPED
ORD_617,CUST_94,2025-07-17,CANCELLED
ORD_618,CUST_490,2026-03-21,CANCELLED
ORD_619,CUST_17,2026-03-13,CANCELLED
ORD_620,CUST_24,2026-04-17,SHIPPED
ORD_621,CUST_70,2025-06-02,PLACED
ORD_622,CUST_34,2025-04-23,PLACED
ORD_623,CUST_4,2025-12-30,CANCELLED
ORD_624,CUST_233,2025-10-11,PLACED
ORD_625,CUST_316,2025-05-29,CANCELLED
ORD_626,CUST_478,2025-06-09,SHIPPED
ORD_627,CUST_337,2025-08-14,PLACED
ORD_628,CUST_3,2025-07-22,CANCELLED
ORD_629,CUST_210,2026-04-14,PLACED
ORD_630,CUST_271,2025-12-01,CANCELLED
ORD_631,CUST_146,2026-04-12,CANCELLED
ORD_632,CUST_416,2025-04-28,CANCELLED
ORD_633,CUST_220,2026-01-19,PLACED
ORD_634,CUST_470,2026-03-02,CANCELLED
ORD_635,CUST_76,2025-12-18,PLACED
ORD_636,CUST_317,2025-07-25,SHIPPED
ORD_637,CUST_417,2025-10-21,SHIPPED
ORD_638,CUST_407,2025-09-29,PLACED
ORD_639,CUST_191,2025-09-25,SHIPPED
ORD_640,CUST_289,2025-12-17,CANCELLED
ORD_641,CUST_115,2025-11-18,CANCELLED
ORD_642,CUST_423,2026-03-10,CANCELLED
ORD_643,CUST_439,2025-05-23,PLACED
ORD_644,CUST_47,2025-09-25,SHIPPED
ORD_645,CUST_193,2025-07-12,SHIPPED
ORD_646,CUST_28,2025-05-29,PLACED
ORD_647,CUST_359,2026-01-23,PLACED
ORD_648,CUST_255,2025-09-10,CANCELLED
ORD_649,CUST_401,2025-11-02,CANCELLED
ORD_650,CUST_439,2026-03-03,CANCELLED
ORD_651,CUST_470,2026-03-30,PLACED
ORD_652,CUST_108,2025-05-01,CANCELLED
ORD_653,CUST_243,2025-12-03,PLACED
ORD_654,CUST_473,2026-03-13,CANCELLED
ORD_655,CUST_473,2025-11-28,CANCELLED
ORD_656,CUST_288,2025-05-19,PLACED
ORD_657,CUST_91,2025-11-10,PLACED
ORD_658,CUST_492,2026-01-04,CANCELLED
ORD_659,CUST_73,2025-04-21,SHIPPED
ORD_660,CUST_475,2026-03-12,SHIPPED
ORD_661,CUST_83,2025-07-06,PLACED
ORD_662,CUST_290,2025-10-03,CANCELLED
ORD_663,CUST_459,2025-07-18,SHIPPED
ORD_664,CUST_196,2026-02-08,CANCELLED
ORD_665,CUST_370,2026-03-11,CANCELLED
ORD_666,CUST_381,2025-10-25,PLACED
ORD_667,CUST_50,2025-09-09,PLACED
ORD_668,CUST_429,2026-03-13,SHIPPED
ORD_669,CUST_309,2025-06-10,CANCELLED
ORD_670,CUST_203,2025-11-04,PLACED
ORD_671,CUST_324,2025-12-02,SHIPPED
ORD_672,CUST_251,2025-12-25,SHIPPED
ORD_673,CUST_283,2025-10-10,SHIPPED
ORD_674,CUST_95,2025-05-07,CANCELLED
ORD_675,CUST_338,2025-10-08,PLACED
ORD_676,CUST_395,2025-06-08,SHIPPED
ORD_677,CUST_408,2025-12-15,CANCELLED
ORD_678,CUST_37,2026-03-09,SHIPPED
ORD_679,CUST_78,2025-10-08,CANCELLED
ORD_680,CUST_401,2025-05-31,PLACED
ORD_681,CUST_378,2025-10-03,SHIPPED
ORD_682,CUST_184,2026-02-25,PLACED
ORD_683,CUST_2,2025-11-14,SHIPPED
ORD_684,CUST_184,2025-12-03,PLACED
ORD_685,CUST_67,2026-03-07,PLACED
ORD_686,CUST_220,2025-09-03,CANCELLED
ORD_687,CUST_284,2025-08-01,SHIPPED
ORD_688,CUST_52,2026-04-07,PLACED
ORD_689,CUST_181,2025-07-11,PLACED
ORD_690,CUST_305,2025-06-18,SHIPPED
ORD_691,CUST_442,2025-10-05,PLACED
ORD_692,CUST_149,2025-09-21,SHIPPED
ORD_693,CUST_398,2026-03-08,CANCELLED
ORD_694,CUST_461,2025-07-08,PLACED
ORD_695,CUST_292,2025-07-28,PLACED
ORD_696,CUST_350,2025-10-08,PLACED
ORD_697,CUST_71,2025-12-04,SHIPPED
ORD_698,CUST_137,2025-08-11,PLACED
ORD_699,CUST_32,2026-01-25,SHIPPED
ORD_700,CUST_141,2025-09-17,SHIPPED
ORD_701,CUST_247,2026-03-12,SHIPPED
ORD_702,CUST_128,2025-12-15,CANCELLED
ORD_703,CUST_320,2025-08-10,CANCELLED
ORD_704,CUST_315,2026-01-10,SHIPPED
ORD_705,CUST_54,2026-02-10,SHIPPED
ORD_706,CUST_3,2025-09-30,SHIPPED
ORD_707,CUST_430,2025-06-07,SHIPPED
ORD_708,CUST_411,2025-11-03,SHIPPED
ORD_709,CUST_171,2025-09-12,CANCELLED
ORD_710,CUST_498,2025-06-20,PLACED
ORD_711,CUST_153,2025-11-07,CANCELLED
ORD_712,CUST_485,2025-04-30,PLACED
ORD_713,CUST_245,2025-11-11,PLACED
ORD_714,CUST_493,2025-09-29,SHIPPED
ORD_715,CUST_149,2025-04-30,CANCELLED
ORD_716,CUST_251,2025-06-30,PLACED
ORD_717,CUST_166,2025-10-10,SHIPPED
ORD_718,CUST_418,2025-10-01,SHIPPED
ORD_719,CUST_58,2025-07-06,PLACED
ORD_720,CUST_303,2025-07-15,PLACED
ORD_721,CUST_349,2025-07-13,PLACED
ORD_722,CUST_487,2025-08-27,CANCELLED
ORD_723,CUST_107,2025-09-08,SHIPPED
ORD_724,CUST_425,2025-05-01,PLACED
ORD_725,CUST_419,2025-09-23,CANCELLED
ORD_726,CUST_255,2026-02-08,CANCELLED
ORD_727,CUST_155,2025-12-18,SHIPPED
ORD_728,CUST_337,2026-02-01,CANCELLED
ORD_729,CUST_216,2025-10-09,PLACED
ORD_730,CUST_229,2025-06-18,SHIPPED
ORD_731,CUST_298,2025-09-27,CANCELLED
ORD_732,CUST_259,2025-05-01,SHIPPED
ORD_733,CUST_278,2026-04-02,SHIPPED
ORD_734,CUST_359,2025-07-20,CANCELLED
ORD_735,CUST_326,2026-03-08,PLACED
ORD_736,CUST_393,2025-12-14,CANCELLED
ORD_737,CUST_340,2025-10-21,PLACED
ORD_738,CUST_331,2025-06-11,PLACED
ORD_739,CUST_288,2025-05-25,CANCELLED
ORD_740,CUST_331,2025-09-28,SHIPPED
ORD_741,CUST_494,2025-09-12,PLACED
ORD_742,CUST_5,2026-03-01,SHIPPED
ORD_743,CUST_113,2025-08-02,CANCELLED
ORD_744,CUST_265,2025-07-09,CANCELLED
ORD_745,CUST_352,2025-06-30,PLACED
ORD_746,CUST_228,2025-10-11,SHIPPED
ORD_747,CUST_237,2025-05-08,CANCELLED
ORD_748,CUST_353,2025-08-07,PLACED
ORD_749,CUST_176,2026-04-08,SHIPPED
ORD_750,CUST_53,2025-11-20,SHIPPED
ORD_751,CUST_471,2026-03-08,PLACED
ORD_752,CUST_425,2026-02-07,SHIPPED
ORD_753,CUST_159,2025-10-27,SHIPPED
ORD_754,CUST_401,2026-01-05,CANCELLED
ORD_755,CUST_247,2025-10-24,SHIPPED
ORD_756,CUST_49,2025-09-08,CANCELLED
ORD_757,CUST_356,2025-09-01,SHIPPED
ORD_758,CUST_34,2025-11-18,PLACED
ORD_759,CUST_414,2025-04-22,PLACED
ORD_760,CUST_11,2025-10-27,CANCELLED
ORD_761,CUST_55,2025-05-09,PLACED
ORD_762,CUST_476,2025-12-17,CANCELLED
ORD_763,CUST_89,2025-07-12,PLACED
ORD_764,CUST_169,2025-07-08,SHIPPED
ORD_765,CUST_490,2025-08-27,PLACED
ORD_766,CUST_408,2025-09-25,CANCELLED
ORD_767,CUST_94,2026-01-15,CANCELLED
ORD_768,CUST_336,2025-09-11,SHIPPED
ORD_769,CUST_14,2025-06-10,PLACED
ORD_770,CUST_230,2025-06-21,SHIPPED
ORD_771,CUST_199,2026-04-18,CANCELLED
ORD_772,CUST_109,2026-01-05,SHIPPED
ORD_773,CUST_385,2025-04-25,PLACED
ORD_774,CUST_295,2026-02-27,CANCELLED
ORD_775,CUST_95,2025-10-15,SHIPPED
ORD_776,CUST_100,2025-08-29,PLACED
ORD_777,CUST_134,2025-05-12,SHIPPED
ORD_778,CUST_270,2025-05-28,SHIPPED
ORD_779,CUST_305,2025-10-04,CANCELLED
ORD_780,CUST_200,2025-06-24,PLACED
ORD_781,CUST_178,2025-10-22,SHIPPED
ORD_782,CUST_316,2026-01-22,CANCELLED
ORD_783,CUST_361,2025-11-19,CANCELLED
ORD_784,CUST_302,2026-03-08,CANCELLED
ORD_785,CUST_68,2025-11-11,PLACED
ORD_786,CUST_122,2025-11-15,PLACED
ORD_787,CUST_93,2025-10-11,CANCELLED
ORD_788,CUST_72,2025-08-02,SHIPPED
ORD_789,CUST_214,2025-06-19,PLACED
ORD_790,CUST_294,2025-10-06,SHIPPED
ORD_791,CUST_95,2025-08-14,CANCELLED
ORD_792,CUST_275,2025-04-30,CANCELLED
ORD_793,CUST_476,2026-01-22,CANCELLED
ORD_794,CUST_85,2025-08-13,SHIPPED
ORD_795,CUST_71,2026-01-15,SHIPPED
ORD_796,CUST_431,2025-09-02,CANCELLED
ORD_797,CUST_27,2025-10-19,PLACED
ORD_798,CUST_248,2026-02-10,PLACED
ORD_799,CUST_417,2025-10-06,CANCELLED
ORD_800,CUST_258,2025-05-21,SHIPPED
ORD_801,CUST_209,2025-05-05,SHIPPED
ORD_802,CUST_212,2025-04-22,SHIPPED
ORD_803,CUST_250,2026-01-25,PLACED
ORD_804,CUST_289,2026-04-05,PLACED
ORD_805,CUST_149,2026-04-04,SHIPPED
ORD_806,CUST_115,2025-07-19,SHIPPED
ORD_807,CUST_86,2025-08-29,CANCELLED
ORD_808,CUST_380,2025-08-10,CANCELLED
ORD_809,CUST_261,2026-02-22,CANCELLED
ORD_810,CUST_58,2025-12-04,CANCELLED
ORD_811,CUST_421,2025-10-15,CANCELLED
ORD_812,CUST_421,2026-03-30,CANCELLED
ORD_813,CUST_225,2025-07-15,PLACED
ORD_814,CUST_217,2026-02-27,CANCELLED
ORD_815,CUST_424,2025-05-21,PLACED
ORD_816,CUST_152,2026-04-04,SHIPPED
ORD_817,CUST_134,2025-10-24,PLACED
ORD_818,CUST_224,2026-02-19,PLACED
ORD_819,CUST_107,2025-06-23,CANCELLED
ORD_820,CUST_179,2025-04-22,CANCELLED
ORD_821,CUST_323,2025-09-13,PLACED
ORD_822,CUST_315,2026-02-08,PLACED
ORD_823,CUST_416,2026-01-05,PLACED
ORD_824,CUST_291,2025-10-23,CANCELLED
ORD_825,CUST_143,2025-06-19,CANCELLED
ORD_826,CUST_86,2025-11-06,CANCELLED
ORD_827,CUST_149,2025-11-23,CANCELLED
ORD_828,CUST_136,2025-07-31,CANCELLED
ORD_829,CUST_417,2026-03-03,PLACED
ORD_830,CUST_492,2025-09-22,PLACED
ORD_831,CUST_141,2025-05-20,PLACED
ORD_832,CUST_359,2026-02-12,PLACED
ORD_833,CUST_74,2025-04-21,SHIPPED
ORD_834,CUST_424,2025-12-15,CANCELLED
ORD_835,CUST_201,2025-08-13,PLACED
ORD_836,CUST_295,2025-06-01,SHIPPED
ORD_837,CUST_321,2025-09-20,SHIPPED
ORD_838,CUST_231,2026-03-13,CANCELLED
ORD_839,CUST_406,2026-03-04,SHIPPED
ORD_840,CUST_263,2025-11-29,CANCELLED
ORD_841,CUST_479,2025-10-14,SHIPPED
ORD_842,CUST_486,2025-08-14,SHIPPED
ORD_843,CUST_297,2026-04-19,CANCELLED
ORD_844,CUST_47,2025-08-29,CANCELLED
ORD_845,CUST_340,2025-04-28,SHIPPED
ORD_846,CUST_435,2026-03-19,CANCELLED
ORD_847,CUST_203,2025-12-30,SHIPPED
ORD_848,CUST_422,2026-01-02,SHIPPED
ORD_849,CUST_137,2025-11-06,SHIPPED
ORD_850,CUST_172,2025-07-14,CANCELLED
ORD_851,CUST_66,2025-07-05,SHIPPED
ORD_852,CUST_403,2025-10-27,CANCELLED
ORD_853,CUST_390,2026-03-27,PLACED
ORD_854,CUST_50,2025-06-04,SHIPPED
ORD_855,CUST_8,2026-02-16,PLACED
ORD_856,CUST_225,2025-08-30,PLACED
ORD_857,CUST_490,2025-09-13,PLACED
ORD_858,CUST_352,2026-02-12,CANCELLED
ORD_859,CUST_154,2026-01-29,SHIPPED
ORD_860,CUST_47,2025-05-20,SHIPPED
ORD_861,CUST_128,2026-03-09,SHIPPED
ORD_862,CUST_340,2025-05-23,PLACED
ORD_863,CUST_26,2025-09-30,CANCELLED
ORD_864,CUST_156,2025-04-27,PLACED
ORD_865,CUST_219,2025-05-20,PLACED
ORD_866,CUST_360,2026-03-03,PLACED
ORD_867,CUST_109,2025-08-19,PLACED
ORD_868,CUST_67,2025-06-21,PLACED
ORD_869,CUST_265,2025-05-07,SHIPPED
ORD_870,CUST_4,2026-04-16,CANCELLED
ORD_871,CUST_175,2026-02-18,SHIPPED
ORD_872,CUST_355,2026-02-12,SHIPPED
ORD_873,CUST_36,2025-12-24,SHIPPED
ORD_874,CUST_45,2026-02-27,PLACED
ORD_875,CUST_160,2025-10-14,SHIPPED
ORD_876,CUST_70,2025-10-07,PLACED
ORD_877,CUST_328,2025-05-09,PLACED
ORD_878,CUST_35,2025-07-23,CANCELLED
ORD_879,CUST_4,2025-06-12,CANCELLED
ORD_880,CUST_84,2025-09-07,SHIPPED
ORD_881,CUST_369,2026-01-01,CANCELLED
ORD_882,CUST_383,2026-02-02,SHIPPED
ORD_883,CUST_315,2025-05-04,SHIPPED
ORD_884,CUST_440,2025-12-30,PLACED
ORD_885,CUST_459,2026-02-28,PLACED
ORD_886,CUST_385,2026-02-16,CANCELLED
ORD_887,CUST_373,2025-10-06,SHIPPED
ORD_888,CUST_493,2025-09-13,SHIPPED
ORD_889,CUST_405,2026-02-08,PLACED
ORD_890,CUST_141,2025-05-25,PLACED
ORD_891,CUST_127,2025-07-11,CANCELLED
ORD_892,CUST_307,2025-06-13,SHIPPED
ORD_893,CUST_398,2025-05-02,PLACED
ORD_894,CUST_434,2025-05-18,SHIPPED
ORD_895,CUST_105,2025-07-29,CANCELLED
ORD_896,CUST_260,2026-01-14,CANCELLED
ORD_897,CUST_200,2025-11-20,CANCELLED
ORD_898,CUST_27,2025-12-19,SHIPPED
ORD_899,CUST_197,2026-02-22,PLACED
ORD_900,CUST_255,2025-05-29,CANCELLED
ORD_901,CUST_36,2025-07-24,PLACED
ORD_902,CUST_184,2025-11-09,PLACED
ORD_903,CUST_198,2025-07-03,SHIPPED
ORD_904,CUST_187,2025-07-15,CANCELLED
ORD_905,CUST_88,2025-08-22,PLACED
ORD_906,CUST_8,2025-06-24,PLACED
ORD_907,CUST_7,2025-12-07,PLACED
ORD_908,CUST_20,2026-03-21,SHIPPED
ORD_909,CUST_259,2025-11-25,CANCELLED
ORD_910,CUST_364,2025-08-07,SHIPPED
ORD_911,CUST_216,2025-04-26,SHIPPED
ORD_912,CUST_42,2025-05-28,CANCELLED
ORD_913,CUST_275,2025-06-09,PLACED
ORD_914,CUST_142,2026-03-09,SHIPPED
ORD_915,CUST_40,2025-08-02,PLACED
ORD_916,CUST_498,2026-01-31,CANCELLED
ORD_917,CUST_167,2025-10-02,CANCELLED
ORD_918,CUST_324,2025-05-23,CANCELLED
ORD_919,CUST_329,2026-03-18,SHIPPED
ORD_920,CUST_357,2025-09-09,CANCELLED
ORD_921,CUST_488,2025-12-19,PLACED
ORD_922,CUST_125,2026-03-07,SHIPPED
ORD_923,CUST_59,2025-08-31,CANCELLED
ORD_924,CUST_311,2026-03-23,SHIPPED
ORD_925,CUST_341,2025-05-19,CANCELLED
ORD_926,CUST_89,2026-02-18,PLACED
ORD_927,CUST_362,2026-02-09,CANCELLED
ORD_928,CUST_5,2026-01-27,SHIPPED
ORD_929,CUST_487,2025-10-25,CANCELLED
ORD_930,CUST_264,2025-12-09,PLACED
ORD_931,CUST_190,2026-02-15,CANCELLED
ORD_932,CUST_399,2025-12-04,CANCELLED
ORD_933,CUST_453,2026-02-19,PLACED
ORD_934,CUST_171,2025-09-13,SHIPPED
ORD_935,CUST_268,2026-03-19,SHIPPED
ORD_936,CUST_364,2025-06-29,CANCELLED
ORD_937,CUST_39,2025-08-09,SHIPPED
ORD_938,CUST_261,2025-10-18,PLACED
ORD_939,CUST_255,2025-07-04,PLACED
ORD_940,CUST_188,2026-01-30,SHIPPED
ORD_941,CUST_395,2026-02-27,CANCELLED
ORD_942,CUST_345,2026-02-20,PLACED
ORD_943,CUST_379,2025-08-03,PLACED
ORD_944,CUST_22,2026-04-14,PLACED
ORD_945,CUST_23,2025-08-22,SHIPPED
ORD_946,CUST_196,2026-02-03,PLACED
ORD_947,CUST_476,2026-04-02,CANCELLED
ORD_948,CUST_411,2025-05-20,SHIPPED
ORD_949,CUST_114,2025-11-07,PLACED
ORD_950,CUST_213,2025-11-08,SHIPPED
ORD_951,CUST_422,2026-03-12,CANCELLED
ORD_952,CUST_190,2026-02-18,CANCELLED
ORD_953,CUST_344,2026-03-25,PLACED
ORD_954,CUST_114,2025-07-30,PLACED
ORD_955,CUST_488,2025-09-27,PLACED
ORD_956,CUST_449,2025-08-25,SHIPPED
ORD_957,CUST_396,2025-11-12,SHIPPED
ORD_958,CUST_44,2025-07-11,SHIPPED
ORD_959,CUST_4,2025-10-14,PLACED
ORD_960,CUST_149,2025-07-06,SHIPPED
ORD_961,CUST_378,2025-06-06,PLACED
ORD_962,CUST_237,2025-10-14,CANCELLED
ORD_963,CUST_497,2025-08-11,PLACED
ORD_964,CUST_375,2025-07-15,PLACED
ORD_965,CUST_77,2026-04-17,SHIPPED
ORD_966,CUST_12,2025-12-22,CANCELLED
ORD_967,CUST_177,2025-05-30,CANCELLED
ORD_968,CUST_449,2026-04-16,SHIPPED
ORD_969,CUST_0,2025-05-19,SHIPPED
ORD_970,CUST_434,2025-11-14,PLACED
ORD_971,CUST_105,2025-07-23,PLACED
ORD_972,CUST_214,2025-08-12,PLACED
ORD_973,CUST_497,2026-02-07,CANCELLED
ORD_974,CUST_143,2026-03-04,PLACED
ORD_975,CUST_471,2025-12-23,CANCELLED
ORD_976,CUST_211,2025-04-27,SHIPPED
ORD_977,CUST_234,2026-03-08,CANCELLED
ORD_978,CUST_48,2025-08-05,PLACED
ORD_979,CUST_326,2025-10-01,PLACED
ORD_980,CUST_303,2025-07-04,PLACED
ORD_981,CUST_222,2025-05-16,PLACED
ORD_982,CUST_121,2025-11-22,SHIPPED
ORD_983,CUST_435,2025-11-10,SHIPPED
ORD_984,CUST_358,2025-11-04,SHIPPED
ORD_985,CUST_231,2025-12-02,PLACED
ORD_986,CUST_38,2026-01-07,PLACED
ORD_987,CUST_399,2025-06-25,PLACED
ORD_988,CUST_79,2026-02-25,PLACED
ORD_989,CUST_230,2025-08-25,SHIPPED
ORD_990,CUST_208,2026-02-18,CANCELLED
ORD_991,CUST_183,2026-01-04,SHIPPED
ORD_992,CUST_157,2025-08-26,SHIPPED
ORD_993,CUST_436,2026-02-18,PLACED
ORD_994,CUST_80,2025-05-04,SHIPPED
ORD_995,CUST_423,2025-04-25,CANCELLED
ORD_996,CUST_308,2026-03-31,PLACED
ORD_997,CUST_427,2025-11-04,PLACED
ORD_998,CUST_46,2025-04-21,PLACED
ORD_999,CUST_495,2025-10-20,SHIPPED
ORD_1000,CUST_262,2026-03-26,CANCELLED
ORD_1001,CUST_153,2025-12-08,PLACED
ORD_1002,CUST_15,2025-09-25,SHIPPED
ORD_1003,CUST_284,2025-07-13,PLACED
ORD_1004,CUST_48,2025-08-27,PLACED
ORD_1005,CUST_411,2026-02-08,PLACED
ORD_1006,CUST_6,2026-03-20,PLACED
ORD_1007,CUST_66,2026-01-09,SHIPPED
ORD_1008,CUST_190,2025-05-04,CANCELLED
ORD_1009,CUST_480,2025-05-25,PLACED
ORD_1010,CUST_298,2025-06-24,SHIPPED
ORD_1011,CUST_469,2026-03-13,PLACED
ORD_1012,CUST_33,2026-01-09,CANCELLED
ORD_1013,CUST_227,2026-02-14,PLACED
ORD_1014,CUST_463,2025-11-02,PLACED
ORD_1015,CUST_21,2025-08-27,PLACED
ORD_1016,CUST_86,2025-07-01,SHIPPED
ORD_1017,CUST_420,2025-09-30,SHIPPED
ORD_1018,CUST_15,2025-10-07,CANCELLED
ORD_1019,CUST_218,2026-01-22,SHIPPED
ORD_1020,CUST_109,2026-01-15,SHIPPED
ORD_1021,CUST_143,2025-09-04,PLACED
ORD_1022,CUST_17,2025-06-10,CANCELLED
ORD_1023,CUST_315,2025-12-16,CANCELLED
ORD_1024,CUST_151,2025-08-08,SHIPPED
ORD_1025,CUST_451,2025-07-13,SHIPPED
ORD_1026,CUST_31,2026-03-07,SHIPPED
ORD_1027,CUST_196,2026-02-09,SHIPPED
ORD_1028,CUST_102,2025-05-26,CANCELLED
ORD_1029,CUST_127,2025-06-02,CANCELLED
ORD_1030,CUST_406,2026-04-11,SHIPPED
ORD_1031,CUST_400,2025-10-19,SHIPPED
ORD_1032,CUST_278,2025-08-15,SHIPPED
ORD_1033,CUST_467,2025-07-05,CANCELLED
ORD_1034,CUST_164,2025-10-04,SHIPPED
ORD_1035,CUST_92,2026-04-07,SHIPPED
ORD_1036,CUST_305,2025-12-29,PLACED
ORD_1037,CUST_458,2025-11-28,PLACED
ORD_1038,CUST_414,2025-08-22,CANCELLED
ORD_1039,CUST_183,2025-06-25,PLACED
ORD_1040,CUST_498,2026-01-29,PLACED
ORD_1041,CUST_126,2025-05-19,PLACED
ORD_1042,CUST_136,2025-07-21,CANCELLED
ORD_1043,CUST_28,2025-12-29,CANCELLED
ORD_1044,CUST_433,2025-10-04,SHIPPED
ORD_1045,CUST_478,2026-01-22,PLACED
ORD_1046,CUST_121,2025-06-21,SHIPPED
ORD_1047,CUST_412,2025-04-28,SHIPPED
ORD_1048,CUST_467,2025-06-22,PLACED
ORD_1049,CUST_360,2025-04-27,SHIPPED
ORD_1050,CUST_485,2025-07-04,CANCELLED
ORD_1051,CUST_72,2025-07-06,PLACED
ORD_1052,CUST_428,2025-08-11,CANCELLED
ORD_1053,CUST_158,2026-01-21,SHIPPED
ORD_1054,CUST_19,2026-03-05,PLACED
ORD_1055,CUST_119,2025-06-16,PLACED
ORD_1056,CUST_10,2025-07-25,SHIPPED
ORD_1057,CUST_0,2025-11-02,CANCELLED
ORD_1058,CUST_103,2026-02-13,SHIPPED
ORD_1059,CUST_367,2026-01-20,SHIPPED
ORD_1060,CUST_30,2026-04-09,PLACED
ORD_1061,CUST_300,2025-04-25,PLACED
ORD_1062,CUST_396,2026-02-23,CANCELLED
ORD_1063,CUST_440,2025-10-16,PLACED
ORD_1064,CUST_191,2025-04-25,CANCELLED
ORD_1065,CUST_202,2025-06-24,PLACED
ORD_1066,CUST_172,2025-11-17,SHIPPED
ORD_1067,CUST_69,2026-01-30,CANCELLED
ORD_1068,CUST_485,2025-09-09,CANCELLED
ORD_1069,CUST_491,2025-08-14,CANCELLED
ORD_1070,CUST_162,2026-01-21,CANCELLED
ORD_1071,CUST_495,2025-07-07,CANCELLED
ORD_1072,CUST_455,2025-06-10,SHIPPED
ORD_1073,CUST_114,2025-05-15,CANCELLED
ORD_1074,CUST_417,2026-01-21,SHIPPED
ORD_1075,CUST_157,2025-05-03,SHIPPED
ORD_1076,CUST_65,2026-01-20,CANCELLED
ORD_1077,CUST_0,2025-04-26,CANCELLED
ORD_1078,CUST_200,2025-07-04,PLACED
ORD_1079,CUST_93,2025-06-16,SHIPPED
ORD_1080,CUST_471,2025-06-11,PLACED
ORD_1081,CUST_327,2025-07-05,PLACED
ORD_1082,CUST_479,2025-08-09,PLACED
ORD_1083,CUST_169,2026-03-12,PLACED
ORD_1084,CUST_177,2025-11-08,PLACED
ORD_1085,CUST_325,2026-03-06,CANCELLED
ORD_1086,CUST_343,2025-05-28,CANCELLED
ORD_1087,CUST_453,2025-10-31,SHIPPED
ORD_1088,CUST_5,2025-12-06,PLACED
ORD_1089,CUST_127,2025-05-01,PLACED
ORD_1090,CUST_179,2025-12-10,PLACED
ORD_1091,CUST_368,2026-04-20,PLACED
ORD_1092,CUST_197,2025-09-08,CANCELLED
ORD_1093,CUST_214,2026-01-25,SHIPPED
ORD_1094,CUST_252,2025-10-09,SHIPPED
ORD_1095,CUST_279,2025-10-10,PLACED
ORD_1096,CUST_424,2025-08-18,CANCELLED
ORD_1097,CUST_333,2025-05-04,PLACED
ORD_1098,CUST_83,2025-09-01,PLACED
